,artist,track,timeInS,date.entered,date.peaked,week,chart pos
3704,M2M,Mirror Mirror,199,2000-04-01,2000-05-27,12,70.0
3705,Kumbia Kings,U Don't Love Me,230,2000-03-04,2000-03-18,12,
3706,Joe,Treat Her Like A Lady,252,2000-08-05,2000-08-19,12,84.0
3707,"Blige, Mary J.",Deep Inside,326,1999-11-13,2000-01-22,12,67.0
3708,"Price, Kelly",You Should've Told Me,192,2000-09-23,2000-12-02,12,64.0
3709,Changing Faces,That Other Woman,240,2000-09-30,2000-10-28,12,
3710,"Wright, Chely",It Was,231,2000-03-04,2000-04-15,12,
3711,Limp Bizkit,Rollin',244,2000-11-11,2000-12-09,12,86.0
3712,Hot Boys,I Need A Hot Girl,256,2000-02-19,2000-03-11,12,95.0
3713,Jay-Z,Do It Again (Put Ya Hands Up),227,2000-01-15,2000-01-29,12,
3714,"Adkins, Trace",More,185,2000-04-29,2000-06-17,12,
3715,"Dixie Chicks, The",Cold Day In July,312,2000-06-24,2000-08-05,12,
3716,"Price, Kelly",As We Lay,380,2000-07-15,2000-08-05,12,
3717,DMX,What's My Name,230,2000-01-15,2000-02-12,12,
3718,"Martin, Ricky",Private Emotion,242,2000-03-11,2000-03-18,12,
3719,Nine Days,If I Am,258,2000-12-02,2000-12-02,12,
3720,"Blige, Mary J.",Give Me You,300,2000-04-15,2000-05-13,12,
3721,Red Hot Chili Peppers,Californication,321,2000-07-29,2000-10-14,12,69.0
3722,Third Eye Blind,Deep Inside Of You,250,2000-09-02,2000-10-07,12,93.0
3723,"Brooks, Garth",Do What You Gotta Do,176,2000-02-19,2000-03-18,12,
3724,"Offspring, The",Original Prankster,222,2000-11-25,2000-12-09,12,
3725,"Anthony, Marc",My Baby You,239,2000-09-16,2000-10-07,12,74.0
3726,"Houston, Whitney","Same Script, Different Cast",285,2000-06-17,2000-07-15,12,
3727,D'Angelo,Left & Right,275,1999-12-11,2000-01-01,12,
3728,"Kravitz, Lenny",I Belong To You,257,2000-03-25,2000-04-08,12,
3729,"Loveless, Patty",That's The Kind Of Mood I'm In,207,2000-09-16,2000-11-18,12,72.0
3730,Q-Tip,Breathe And Stop,246,2000-01-22,2000-01-22,12,
3731,"Rimes, LeAnn",Can't Fight The Moonlight,213,2000-09-09,2000-09-16,12,76.0
3732,Lil Wayne,Tha Block Is Hot,253,1999-12-04,2000-01-08,12,
3733,2 Pac,Baby Don't Cry (Keep Ya Head Up II),262,2000-02-26,2000-03-11,12,
3734,"Wallflowers, The",Sleepwalker,209,2000-10-28,2000-10-28,12,
3735,Drama,"Left, Right, Left",217,2000-02-12,2000-03-18,12,98.0
3736,Limp Bizkit,N 2 Gether Now,235,1999-12-04,2000-01-08,12,
3737,Lox,"Ryde or Die, Chick",236,2000-03-18,2000-03-25,12,
3738,Ying Yang Twins,Whistle While You Twurk,259,2000-03-18,2000-04-29,12,96.0
3739,"Walker, Clay","Live, Laugh, Love",246,1999-12-04,2000-01-22,12,
3740,Metallica,No Leaf Clover (Live),343,2000-02-12,2000-03-11,12,
3741,Yankee Grey,Another Nine Minutes,190,2000-04-29,2000-05-20,12,
3742,"Bega, Lou",Tricky Tricky ,203,2000-01-29,2000-02-05,12,
3743,Big Punisher,It's So Hard,205,2000-04-22,2000-05-06,12,88.0
3744,"Worley, Darryl",When You Need My Love,215,2000-06-17,2000-09-02,12,75.0
3745,Lil' Kim,How Many Licks?,230,2000-11-25,2000-12-02,12,
3746,"Clark, Terri",A Little Gasoline,187,2000-12-16,2000-12-16,12,
3747,"Brock, Chad",A Country Boy Can Survive,234,2000-01-01,2000-01-08,12,
3748,"Cagle, Chris",My Love Goes On And On,182,2000-10-21,2000-12-02,12,
3749,"Byrd, Tracy",Put Your Hand In Mine,270,2000-01-29,2000-02-12,12,
3750,Metallica,I Disappear,266,2000-05-13,2000-06-17,12,82.0
3751,Jay-Z,Hey Papi,220,2000-08-12,2000-10-07,12,91.0
3752,Fatboy Slim,The Rockafeller Skank,240,1999-11-13,2000-01-22,12,95.0
3753,"Levert, Gerald",Mr. Too Damn Good,246,2000-03-18,2000-04-08,12,
3754,"McKnight, Brian",Stay Or Let It Go,272,2000-02-26,2000-03-25,12,
3755,"Allan, Gary",Smoke Rings In The Dark,258,2000-01-22,2000-02-05,12,
3756,Ginuwine,The Best Man I Can Be,246,2000-01-08,2000-03-04,12,89.0
3757,Before Dark,Monica,244,2000-05-20,2000-06-17,12,
3758,"Estefan, Gloria",No Me Dejes De Querer,205,2000-06-10,2000-06-10,12,
3759,Stone Temple Pilots,Sour Girl,256,2000-07-08,2000-07-29,12,94.0
3760,Montgomery Gentry,Daddy Won't Sell The Farm,258,2000-03-04,2000-03-25,12,
3761,"Cyrus, Billy Ray",You Won't Be Lonely Now,225,2000-09-23,2000-11-11,12,89.0
3762,Clark Family Experience,Meanwhile Back At The Ranch,176,2000-11-18,2000-12-16,12,91.0
3763,"Thomas, Carl",Summer Rain,297,2000-09-23,2000-10-14,12,
3764,"Yearwood, Trisha",Real Live Woman,235,2000-04-01,2000-04-29,12,
3765,Trick Daddy,Shut Up,257,2000-05-20,2000-06-17,12,
3766,"Moore, Chante",Straight Up,220,2000-10-28,2000-12-02,12,
3767,Cam'ron,What Means The World To You,278,2000-10-14,2000-11-18,12,
3768,Juvenile,U Understand,231,2000-02-05,2000-02-12,12,
3769,"Hollister, Dave",Can't Stay,377,2000-03-25,2000-03-25,12,
3770,Tamia,Can't Go For That,218,2000-09-16,2000-09-30,12,
3771,LFO,West Side Story,207,2000-08-05,2000-08-12,12,
3772,"Paisley, Brad",Me Neither,199,2000-05-13,2000-05-20,12,
3773,"Carter, Torrey",Take That,223,2000-06-24,2000-07-08,12,
3774,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,2000-09-02,2000-09-09,12,
3775,Madison Avenue,Don't Call Me Baby,224,2000-07-08,2000-09-16,12,88.0
3776,Eve,Got It All,228,2000-07-15,2000-07-22,12,
3777,Limp Bizkit,Re-Arranged,248,1999-12-04,2000-02-05,12,93.0
3778,"Spencer, Tracie",Still In My Heart,251,2000-03-04,2000-03-11,12,
3779,Nu Flavor,3 Little Words,234,2000-06-03,2000-06-17,12,
3780,Tamar,If You Don't Wanna Love Me,242,2000-03-25,2000-04-15,12,
3781,"Levert, Gerald",Baby U Are,250,2000-08-19,2000-08-26,12,
3782,"Hart, Beth",L.A. Song,227,1999-11-27,2000-01-15,12,97.0
3783,"Diffie, Joe",The Quittin' Kind,203,2000-01-01,2000-01-22,12,
3784,Funkmaster Flex,Do You,254,2000-11-11,2000-12-02,12,
3785,"Price, Kelly",Love Sets You Free,226,2000-05-13,2000-05-20,12,
3786,En Vogue,Riddle,310,2000-06-17,2000-06-17,12,
3787,"Herndon, Ty",No Mercy,283,2000-03-18,2000-05-06,12,
3788,Anastacia,I'm Outta Love,241,2000-04-01,2000-04-01,12,97.0
3789,Trina,Pull Over,178,2000-09-09,2000-09-16,12,
3790,Lil' Mo,Ta Da,257,2000-08-12,2000-09-16,12,
3791,A*Teens,Dancing Queen,224,2000-07-08,2000-07-29,12,
3792,"Sheist, Shade",Where I Wanna Be,256,2000-11-11,2000-11-18,12,
3793,De La Soul,All Good?,302,2000-12-23,2000-12-23,12,
3794,"Larrieux, Amel",Get Up,242,2000-03-04,2000-03-11,12,
3795,"Braxton, Toni",Spanish Guitar,264,2000-12-02,2000-12-02,12,
3796,Tuesday,I Know,246,2000-12-30,2000-12-30,12,
3797,LL Cool J,Imagine That,240,2000-08-12,2000-08-19,12,
3798,Master P,Souljas,213,2000-11-18,2000-11-18,12,
3799,Ghostface Killah,Cherchez LaGhost,184,2000-08-05,2000-08-05,12,
3800,"Smith, Will",Freakin' It,238,2000-02-12,2000-02-12,12,
3801,Zombie Nation,Kernkraft 400,210,2000-09-02,2000-09-02,12,
3802,"Eastsidaz, The",Got Beef,238,2000-07-01,2000-07-01,12,
3803,Fragma,Toca's Miracle,202,2000-10-28,2000-10-28,12,
3804,Destiny's Child,Independent Women Part I,218,2000-09-23,2000-11-18,13,1.0
3805,Santana,"Maria, Maria",258,2000-02-12,2000-04-08,13,1.0
3806,Savage Garden,I Knew I Loved You,247,1999-10-23,2000-01-29,13,4.0
3807,Madonna,Music,225,2000-08-12,2000-09-16,13,2.0
3808,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,2000-08-05,2000-10-14,13,1.0
3809,Janet,Doesn't Really Matter,257,2000-06-17,2000-08-26,13,1.0
3810,Destiny's Child,Say My Name,271,1999-12-25,2000-03-18,13,1.0
3811,"Iglesias, Enrique",Be With You,216,2000-04-01,2000-06-24,13,1.0
3812,Sisqo,Incomplete,232,2000-06-24,2000-08-12,13,5.0
3813,Lonestar,Amazed,265,1999-06-05,2000-03-04,13,27.0
3814,N'Sync,It's Gonna Be Me,190,2000-05-06,2000-07-29,13,1.0
3815,"Aguilera, Christina",What A Girl Wants,198,1999-11-27,2000-01-15,13,3.0
3816,Vertical Horizon,Everything You Want,241,2000-01-22,2000-07-15,13,13.0
3817,Creed,With Arms Wide Open,232,2000-05-13,2000-11-11,13,84.0
3818,Aaliyah,Try Again,243,2000-03-18,2000-06-17,13,6.0
3819,matchbox twenty,Bent,252,2000-04-29,2000-07-22,13,1.0
3820,"Carey, Mariah",Thank God I Found You,254,1999-12-11,2000-02-19,13,4.0
3821,"Hill, Faith",Breathe,244,1999-11-06,2000-04-22,13,23.0
3822,Mya,Case Of The Ex (Whatcha Gonna Do),230,2000-08-19,2000-12-02,13,9.0
3823,Dream,He Loves U Not,223,2000-09-30,2000-12-30,13,5.0
3824,"Braxton, Toni",He Wasn't Man Enough,261,2000-03-18,2000-05-06,13,11.0
3825,"Anthony, Marc",You Sang To Me,230,2000-02-26,2000-06-03,13,13.0
3826,98¡,Give Me Just One Night (Una Noche),204,2000-08-19,2000-09-30,13,29.0
3827,Destiny's Child,Jumpin' Jumpin',228,2000-05-13,2000-08-19,13,6.0
3828,3 Doors Down,Kryptonite,233,2000-04-08,2000-11-11,13,47.0
3829,Sisqo,Thong Song,245,2000-01-29,2000-05-20,13,5.0
3830,"Aguilera, Christina",I Turn To You,240,2000-04-15,2000-07-01,13,3.0
3831,"Houston, Whitney",My Love Is Your Love,256,1999-09-04,2000-01-08,13,6.0
3832,Joe,I Wanna Know,297,2000-01-01,2000-07-01,13,23.0
3833,"Jordan, Montell",Get It On.. Tonite,274,1999-10-23,2000-02-12,13,19.0
3834,N'Sync,Bye Bye Bye,195,2000-01-29,2000-04-15,13,4.0
3835,Eminem,The Real Slim Shady,282,2000-05-06,2000-06-24,13,16.0
3836,Pink,Most Girls,246,2000-08-12,2000-11-25,13,5.0
3837,"Mumba, Samantha",Gotta Tell You,199,2000-09-09,2000-12-09,13,7.0
3838,Blaque,Bring It All To Me,226,1999-10-23,2000-01-22,13,10.0
3839,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,1999-11-27,2000-01-08,13,7.0
3840,"Gray, Macy",I Try,232,2000-02-19,2000-05-20,13,6.0
3841,N'Sync,This I Promise You,263,2000-09-30,2000-12-02,13,10.0
3842,Ruff Endz,No More,236,2000-07-01,2000-09-02,13,10.0
3843,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,2000-01-01,2000-03-18,13,6.0
3844,Nine Days,Absolutely (Story Of A Girl),189,2000-05-06,2000-07-22,13,6.0
3845,"Dion, Celine",That's The Way It Is,243,1999-11-13,2000-03-04,13,9.0
3846,Blink-182,All The Small Things,172,1999-12-04,2000-02-19,13,8.0
3847,Eiffel 65,Blue (Da Ba Dee),209,1999-12-11,2000-01-29,13,21.0
3848,"Badu, Erkyah",Bag Lady,303,2000-08-19,2000-10-07,13,15.0
3849,Pink,There U Go,203,2000-03-04,2000-04-08,13,19.0
3850,Creed,Higher,316,1999-09-11,2000-07-22,13,57.0
3851,Nelly,(Hot S**t) Country Grammar,257,2000-04-29,2000-09-16,13,23.0
3852,Next,Wifey,243,2000-05-27,2000-09-09,13,19.0
3853,Kenny G,Auld Lang Syne (The Millenium Mix),470,1999-12-25,2000-01-08,13,
3854,Sonique,It Feels So Good,228,2000-01-22,2000-04-22,13,11.0
3855,"Spears, Britney",Oops!.. I Did It Again,210,2000-04-22,2000-06-10,13,17.0
3856,"Backstreet Boys, The",Shape Of My Heart,229,2000-10-14,2000-12-02,13,29.0
3857,Everclear,Wonderful,270,2000-07-08,2000-09-30,13,11.0
3858,Ja Rule,Between Me And You,245,2000-09-16,2000-11-18,13,17.0
3859,"Rimes, LeAnn",I Need You,222,2000-05-27,2000-08-12,13,11.0
3860,Smash Mouth,Then The Morning Comes,184,1999-10-30,2000-01-29,13,12.0
3861,Jay-Z,I Just Wanna Love U (Give It 2 Me),230,2000-10-28,2000-12-30,13,12.0
3862,Jagged Edge,Let's Get Married,263,2000-05-06,2000-07-29,13,11.0
3863,Filter,Take A Picture,263,1999-11-27,2000-02-05,13,15.0
3864,"Martin, Ricky",She Bangs,242,2000-10-07,2000-12-02,13,43.0
3865,Mystikal,Shake Ya Ass,286,2000-08-12,2000-10-28,13,13.0
3866,BBMak,Back Here,215,2000-04-29,2000-07-29,13,18.0
3867,"Spears, Britney",From The Bottom Of My Broken Heart,270,2000-01-29,2000-02-26,13,54.0
3868,Third Eye Blind,Never Let You Go,237,2000-01-22,2000-04-01,13,16.0
3869,Red Hot Chili Peppers,Otherside,253,2000-02-12,2000-05-27,13,29.0
3870,Profyle,Liar,237,2000-09-16,2000-10-28,13,54.0
3871,Barenaked Ladies,Pinch Me,226,2000-09-09,2000-11-25,13,15.0
3872,Jagged Edge,He Can't Love U,210,1999-12-11,2000-01-08,13,26.0
3873,504 Boyz,Wobble Wobble,215,2000-04-15,2000-05-06,13,75.0
3874,Sting,Desert Rose,232,2000-05-13,2000-08-26,13,19.0
3875,Jay-Z,Big Pimpin',235,2000-04-22,2000-07-08,13,20.0
3876,Kid Rock,Only God Knows Why,327,2000-02-19,2000-04-15,13,25.0
3877,Foo Fighters,Learn To Fly,235,1999-10-16,2000-01-22,13,26.0
3878,"Dixie Chicks, The",Goodbye Earl,259,2000-03-18,2000-05-06,13,96.0
3879,Guy,Dancin',248,1999-12-18,2000-01-01,13,
3880,Lil Bow Wow,Bounce With Me,202,2000-08-19,2000-09-16,13,40.0
3881,Westlife,Swear It Again,247,2000-04-01,2000-07-01,13,21.0
3882,Train,Meet Virginia,235,1999-10-09,2000-01-22,13,21.0
3883,"Thomas, Carl",I Wish,230,2000-03-25,2000-05-13,13,23.0
3884,Hanson,This Time Around,254,2000-04-22,2000-05-06,13,
3885,"Simpson, Jessica",I Think I'm In Love With You,212,2000-07-01,2000-08-12,13,57.0
3886,Ludacris,What's Your Fantasy,256,2000-09-30,2000-12-16,13,24.0
3887,Lil' Zane,Callin' Me,223,2000-07-29,2000-09-02,13,95.0
3888,M2M,Don't Say You Love Me,221,1999-11-20,2000-01-08,13,
3889,SoulDecision,Faded,205,2000-07-08,2000-09-09,13,27.0
3890,"Brock, Chad",Yes!,202,2000-04-08,2000-07-01,13,22.0
3891,"Martin, Ricky",Shake Your Bon-Bon,188,1999-11-20,2000-02-12,13,22.0
3892,Vertical Horizon,You're A God,225,2000-08-26,2000-11-04,13,25.0
3893,Avant,Separated,253,2000-04-29,2000-05-20,13,27.0
3894,"Rimes, LeAnn",Big Deal,183,1999-10-16,2000-01-01,13,30.0
3895,IMx,Stay The Night,217,1999-10-09,2000-01-08,13,36.0
3896,Dr. Dre,The Next Episode,158,2000-05-27,2000-07-29,13,32.0
3897,"Spears, Britney",Lucky,203,2000-08-12,2000-09-09,13,
3898,Savage Garden,Crash And Burn,281,2000-04-08,2000-05-27,13,46.0
3899,Kandi,Don't Think I'm Not,230,2000-08-05,2000-10-07,13,28.0
3900,Sammie,I Like It,249,2000-01-29,2000-04-15,13,36.0
3901,Goo Goo Dolls,Broadway,234,2000-04-22,2000-07-01,13,46.0
3902,"Moore, Mandy",I Wanna Be With You,252,2000-06-17,2000-08-12,13,65.0
3903,Dr. Dre,Forgot About Dre,222,2000-01-22,2000-03-25,13,26.0
3904,D'Angelo,Untitled (How Does It Feel),430,2000-01-22,2000-02-19,13,51.0
3905,"Messina, Jo Dee",That's The Way,197,2000-06-24,2000-08-26,13,30.0
3906,Avant,My First Love,268,2000-11-04,2000-12-16,13,38.0
3907,Son By Four,A Puro Dolor (Purest Of Pain),210,2000-04-08,2000-08-19,13,48.0
3908,Da Brat,What'Chu Like,237,2000-06-03,2000-08-12,13,36.0
3909,DMX,Party Up (Up In Here),225,2000-02-26,2000-04-22,13,27.0
3910,"Dixie Chicks, The",Cowboy Take Me Away,291,1999-11-27,2000-01-29,13,31.0
3911,"McGraw, Tim",My Next Thirty Years,217,2000-10-21,2000-12-16,13,33.0
3912,"Tritt, Travis",Best Of Intentions,255,2000-08-19,2000-12-02,13,28.0
3913,Alice Deejay,Better Off Alone,410,2000-04-08,2000-06-03,13,39.0
3914,Hoku,Another Dumb Blonde,227,2000-02-19,2000-04-08,13,80.0
3915,"Houston, Whitney",I Learned From The Best,258,2000-02-19,2000-03-25,13,
3916,Counting Crows,Hanginaround,247,1999-11-06,2000-01-29,13,28.0
3917,Mary Mary,Shackles (Praise You),192,2000-03-25,2000-05-13,13,43.0
3918,"Carey, Mariah",Crybaby,319,2000-06-24,2000-06-24,13,
3919,"McGraw, Tim",My Best Friend,273,1999-11-27,2000-01-29,13,32.0
3920,Sugar Ray,Falls Apart,255,2000-01-15,2000-02-19,13,52.0
3921,Madonna,American Pie,270,2000-02-19,2000-03-04,13,
3922,"Jones, Donell",Where I Wanna Be,382,2000-04-22,2000-07-08,13,36.0
3923,"Paisley, Brad",We Danced,225,2000-10-14,2000-12-16,13,55.0
3924,Lonestar,What About Now,210,2000-06-10,2000-08-19,13,35.0
3925,"Backstreet Boys, The",The One,226,2000-05-27,2000-07-01,13,93.0
3926,"Keith, Toby",How Do You Like Me Now?!,209,2000-01-29,2000-04-08,13,35.0
3927,"Strait, George",The Best Day,204,2000-01-29,2000-04-22,13,31.0
3928,"Dixie Chicks, The",Without You,212,2000-10-07,2000-12-23,13,33.0
3929,Musiq,Just Friends (Sunny),242,2000-10-14,2000-12-30,13,35.0
3930,"McEntire, Reba",What Do You Say,206,1999-10-30,2000-01-29,13,33.0
3931,"Braxton, Toni",Just Be A Man About It,250,2000-07-29,2000-09-02,13,53.0
3932,"Iglesias, Enrique",Rhythm Divine,455,1999-12-04,2000-01-22,13,61.0
3933,"Fabian, Lara",I Will Love Again,223,2000-06-10,2000-08-12,13,68.0
3934,Bon Jovi,It's My Life,224,2000-08-12,2000-09-30,13,39.0
3935,"Evans, Sara",Born To Fly,336,2000-10-21,2000-12-30,13,44.0
3936,"Chesney, Kenny",I Lost It,234,2000-10-21,2000-12-23,13,42.0
3937,J-Shin,One Night Stand,274,1999-12-25,2000-02-26,13,47.0
3938,Eve,Love Is Blind,231,2000-01-08,2000-02-19,13,66.0
3939,Aaliyah,I Don't Wanna,255,2000-01-29,2000-03-04,13,38.0
3940,"Montgomery, John Michael",The Little Girl,232,2000-09-09,2000-10-28,13,45.0
3941,"Carter, Aaron",Aaron's Party (Come Get It),203,2000-08-26,2000-09-16,13,86.0
3942,"Vassar, Phil",Just Another Day In Paradise,234,2000-09-30,2000-12-02,13,46.0
3943,Ice Cube,You Can Do It,260,1999-12-04,2000-01-15,13,
3944,"Wills, Mark",Back At One,240,2000-01-15,2000-02-26,13,64.0
3945,Lucy Pearl,Dance Tonight,225,2000-05-20,2000-07-29,13,46.0
3946,"Jackson, Alan",It Must Be Love,173,2000-06-24,2000-09-02,13,40.0
3947,"Griggs, Andy",She's More,199,2000-03-11,2000-06-10,13,42.0
3948,No Doubt,Simple Kind Of Life,251,2000-07-01,2000-07-22,13,98.0
3949,"Jean, Wyclef",911,240,2000-10-07,2000-11-25,13,53.0
3950,Rascal Flatts,Prayin' For Daylight,216,2000-05-06,2000-08-12,13,46.0
3951,Vitamin C,Graduation (Friends Forever),263,2000-04-15,2000-06-10,13,
3952,"Gilman, Billy",One Voice,247,2000-06-17,2000-09-02,13,40.0
3953,Lonestar,Smile,213,1999-12-18,2000-02-12,13,43.0
3954,"Rogers, Kenny",Buy Me A Rose,226,2000-03-11,2000-05-06,13,58.0
3955,"Lawrence, Tracy",Lessons Learned,175,2000-01-29,2000-04-08,13,50.0
3956,"Strait, George",Go On,228,2000-08-26,2000-10-28,13,49.0
3957,Sisqo,Got To Get It,232,1999-11-20,2000-01-22,13,50.0
3958,Baha Men,Who Let The Dogs Out,197,2000-07-22,2000-10-21,13,43.0
3959,"Walker, Clay",The Chain Of Love,303,2000-04-15,2000-06-10,13,57.0
3960,"McBride, Martina",Love's The Only House,313,2000-02-05,2000-04-15,13,50.0
3961,Amber,Sexual (Li Da Di),278,1999-07-17,2000-02-12,13,96.0
3962,"Tippin, Aaron",Kiss This,173,2000-08-26,2000-10-21,13,68.0
3963,SheDaisy,I Will.. But,220,2000-07-15,2000-09-16,13,52.0
3964,"Raye, Collin",Couldn't Last A Moment,220,2000-03-18,2000-06-24,13,44.0
3965,Black Rob,Whoa!,244,2000-03-04,2000-04-15,13,70.0
3966,"Jackson, Alan",Pop A Top,184,1999-11-13,2000-01-22,13,55.0
3967,"Black, Clint",Been There,328,2000-02-19,2000-04-15,13,53.0
3968,Common,The Light,235,2000-08-05,2000-09-09,13,70.0
3969,"Vassar, Phil",Carlene,247,2000-03-04,2000-04-22,13,59.0
3970,"Jackson, Alan",www.memory,156,2000-11-04,2000-12-23,13,77.0
3971,Vitamin C,The Itch,210,2000-12-02,2000-12-16,13,
3972,"Eastsidaz, The",G'D Up,267,2000-01-08,2000-02-12,13,90.0
3973,Ideal,Whatever,228,2000-06-10,2000-08-19,13,60.0
3974,"Thomas, Carl",Emotional,271,2000-11-25,2000-12-30,13,69.0
3975,Ginuwine,None Of Ur Friends Business,252,1999-12-11,2000-01-22,13,85.0
3976,"Davidson, Clay",Unconditional,236,2000-03-25,2000-06-17,13,49.0
3977,DMX,What You Want,245,2000-07-01,2000-09-23,13,49.0
3978,"John, Elton",Someday Out Of The Blue,281,2000-04-22,2000-05-06,13,98.0
3979,Pearl Jam,Nothing As It Seems,320,2000-05-13,2000-05-13,13,
3980,Mya,The Best Of Me,252,2000-04-15,2000-05-20,13,81.0
3981,"Heatherly, Eric",Flowers On The Wall,196,2000-04-29,2000-08-12,13,60.0
3982,Eminem,Stan,326,2000-11-04,2000-12-02,13,88.0
3983,"McEntire, Reba",I'll Be,263,2000-05-13,2000-07-29,13,53.0
3984,"Lopez, Jennifer",Feelin' Good,268,2000-02-19,2000-04-08,13,
3985,"Urban, Keith",Your Everything,250,2000-07-15,2000-09-16,13,84.0
3986,TLC,Dear Lie,276,2000-02-12,2000-03-04,13,
3987,"Gill, Vince",Feels Like Love,253,2000-09-02,2000-11-18,13,55.0
3988,"Houston, Whitney",Could I Have This Kiss Forever,234,2000-06-17,2000-08-05,13,69.0
3989,Bloodhound Gang,The Bad Touch,260,2000-03-18,2000-04-15,13,
3990,"Williams, Robbie",Angels,236,1999-11-20,2000-01-22,13,81.0
3991,"Messina, Jo Dee",Because You Love Me,230,2000-01-29,2000-03-11,13,93.0
3992,"Keith, Toby",Country Comes To Town,219,2000-08-05,2000-10-14,13,81.0
3993,Beenie Man,Girls Dem Sugar,257,2000-10-21,2000-12-02,13,85.0
3994,"Hill, Faith",Let's Make Love,251,2000-08-12,2000-10-21,13,88.0
3995,Kelis,Caught Out There,249,1999-12-04,2000-01-08,13,
3996,Jay-Z,Anything,221,2000-02-26,2000-03-11,13,
3997,3 Doors Down,Loser,264,2000-10-21,2000-12-02,13,61.0
3998,Brooks & Dunn,You'll Always Be Loved By Me,178,2000-06-10,2000-09-09,13,56.0
3999,"Chesney, Kenny",What I Need To Do,245,2000-04-01,2000-06-10,13,56.0
4000,"Stone, Angie",No More Rain (In This Cloud),282,1999-12-25,2000-01-22,13,71.0
4001,Da Brat,That's What I'm Looking For,224,2000-02-26,2000-04-15,13,90.0
4002,SheDaisy,This Woman Needs,200,2000-02-05,2000-03-04,13,
4003,Papa Roach,Last Resort,199,2000-07-29,2000-12-02,13,65.0
4004,"Adams, Yolanda",Open My Heart,330,2000-08-26,2000-10-21,13,61.0
4005,Shyne,Bad Boyz,262,2000-09-09,2000-10-28,13,88.0
4006,R.E.M.,The Great Beyond,250,1999-12-25,2000-01-29,13,79.0
4007,"Diffie, Joe",It's Always Somethin',175,2000-08-12,2000-09-16,13,
4008,"McGraw, Tim",Some Things Never Change,236,2000-05-13,2000-07-01,13,70.0
4009,"Henley, Don",Taking You Home,248,2000-06-24,2000-08-05,13,79.0
4010,Eminem,The Way I Am,280,2000-08-26,2000-09-30,13,
4011,Nas,You Owe Me,231,2000-03-25,2000-04-15,13,79.0
4012,Sister Hazel,Change Your Mind,242,2000-07-15,2000-08-05,13,94.0
4013,Puff Daddy,Best Friend,333,2000-02-12,2000-02-19,13,
4014,"McBride, Martina",There You Are,206,2000-09-09,2000-10-21,13,92.0
4015,Usher,Pop Ya Collar,216,2000-11-04,2000-11-18,13,
4016,Lil' Kim,No Matter What They Say,252,2000-07-15,2000-08-05,13,
4017,LFO,I Don't Wanna Kiss You Goodnight,300,2000-04-15,2000-04-22,13,
4018,SheDaisy,Deck The Halls,226,1999-12-25,2000-01-01,13,
4019,Splender,I Think God Can Explain,235,2000-06-10,2000-06-24,13,
4020,"Simpson, Jessica",Where You Are,231,2000-04-01,2000-04-15,13,
4021,M2M,Mirror Mirror,199,2000-04-01,2000-05-27,13,70.0
4022,Kumbia Kings,U Don't Love Me,230,2000-03-04,2000-03-18,13,
4023,Joe,Treat Her Like A Lady,252,2000-08-05,2000-08-19,13,85.0
4024,"Blige, Mary J.",Deep Inside,326,1999-11-13,2000-01-22,13,75.0
4025,"Price, Kelly",You Should've Told Me,192,2000-09-23,2000-12-02,13,68.0
4026,Changing Faces,That Other Woman,240,2000-09-30,2000-10-28,13,
4027,"Wright, Chely",It Was,231,2000-03-04,2000-04-15,13,
4028,Limp Bizkit,Rollin',244,2000-11-11,2000-12-09,13,86.0
4029,Hot Boys,I Need A Hot Girl,256,2000-02-19,2000-03-11,13,100.0
4030,Jay-Z,Do It Again (Put Ya Hands Up),227,2000-01-15,2000-01-29,13,
4031,"Adkins, Trace",More,185,2000-04-29,2000-06-17,13,
4032,"Dixie Chicks, The",Cold Day In July,312,2000-06-24,2000-08-05,13,
4033,"Price, Kelly",As We Lay,380,2000-07-15,2000-08-05,13,
4034,DMX,What's My Name,230,2000-01-15,2000-02-12,13,
4035,"Martin, Ricky",Private Emotion,242,2000-03-11,2000-03-18,13,
4036,Nine Days,If I Am,258,2000-12-02,2000-12-02,13,
4037,"Blige, Mary J.",Give Me You,300,2000-04-15,2000-05-13,13,
4038,Red Hot Chili Peppers,Californication,321,2000-07-29,2000-10-14,13,74.0
